region_shp,year,type,works_count,cited_by_count,inst_count
Altay,2021,company,NA,NA,NA
Altay,2021,education,1291,5697,8
Altay,2021,facility,35,28,2
Altay,2021,government,NA,NA,NA
Altay,2021,healthcare,33,449,2
Altay,2021,nonprofit,NA,NA,NA
Altay,2021,other,2,62,1
Altay,2021,NA,NA,NA,NA
Altay,2022,archive,NA,NA,NA
Altay,2022,company,NA,NA,NA
Altay,2022,education,1199,6523,8
Altay,2022,facility,16,40,2
Altay,2022,government,NA,NA,NA
Altay,2022,healthcare,42,549,2
Altay,2022,nonprofit,NA,NA,NA
Altay,2022,other,1,109,1
Altay,2022,NA,NA,NA,NA
Altay,2023,archive,NA,NA,NA
Altay,2023,company,NA,NA,NA
Altay,2023,education,996,8257,7
Altay,2023,facility,8,49,2
Altay,2023,government,NA,NA,NA
Altay,2023,healthcare,27,525,2
Altay,2023,nonprofit,NA,NA,NA
Altay,2023,other,3,121,1
Altay,2023,NA,NA,NA,NA
Altay,2024,archive,NA,NA,NA
Altay,2024,company,NA,NA,NA
Altay,2024,education,262,2419,8
Altay,2024,facility,5,23,2
Altay,2024,government,NA,NA,NA
Altay,2024,healthcare,6,235,2
Altay,2024,nonprofit,NA,NA,NA
Altay,2024,other,0,25,1
Altay,2024,NA,NA,NA,NA
Altay,NA,archive,NA,NA,NA
Altay,NA,company,NA,NA,NA
Altay,NA,education,NA,NA,NA
Altay,NA,facility,NA,NA,NA
Altay,NA,government,NA,NA,NA
Altay,NA,healthcare,NA,NA,NA
Altay,NA,nonprofit,NA,NA,NA
Altay,NA,other,NA,NA,NA
Altay,NA,NA,NA,NA,NA
Amur,2012,archive,NA,NA,NA
Amur,2012,company,NA,NA,NA
Amur,2012,education,36,118,3
Amur,2012,facility,57,177,4
Amur,2012,government,NA,NA,NA
Amur,2012,healthcare,7,1,1
Amur,2012,nonprofit,NA,NA,NA
Amur,2012,other,NA,NA,NA
Amur,2012,NA,NA,NA,NA
Amur,2013,archive,NA,NA,NA
Amur,2013,company,NA,NA,NA
Amur,2013,education,28,171,3
Amur,2013,facility,66,285,4
Amur,2013,government,NA,NA,NA
Amur,2013,healthcare,7,8,1
Amur,2013,nonprofit,NA,NA,NA
Amur,2013,other,NA,NA,NA
Amur,2013,NA,NA,NA,NA
Amur,2014,archive,NA,NA,NA
Amur,2014,company,NA,NA,NA
Amur,2014,education,63,196,3
Amur,2014,facility,57,269,4
Amur,2014,government,NA,NA,NA
Amur,2014,healthcare,13,14,1
Amur,2014,nonprofit,NA,NA,NA
Amur,2014,other,NA,NA,NA
Amur,2014,NA,NA,NA,NA
Amur,2015,archive,NA,NA,NA
Amur,2015,company,NA,NA,NA
Amur,2015,education,76,248,3
Amur,2015,facility,52,305,4
Amur,2015,government,NA,NA,NA
Amur,2015,healthcare,15,5,1
Amur,2015,nonprofit,NA,NA,NA
Amur,2015,other,NA,NA,NA
Amur,2015,NA,NA,NA,NA
Amur,2016,archive,NA,NA,NA
Amur,2016,company,NA,NA,NA
Amur,2016,education,70,415,3
Amur,2016,facility,64,428,4
Amur,2016,government,NA,NA,NA
Amur,2016,healthcare,31,10,1
Amur,2016,nonprofit,NA,NA,NA
Amur,2016,other,NA,NA,NA
Amur,2016,NA,NA,NA,NA
Amur,2017,archive,NA,NA,NA
Amur,2017,company,NA,NA,NA
Amur,2017,education,82,501,3
Amur,2017,facility,79,484,4
Amur,2017,government,NA,NA,NA
Amur,2017,healthcare,49,23,1
Amur,2017,nonprofit,NA,NA,NA
Amur,2017,other,NA,NA,NA
Amur,2017,NA,NA,NA,NA
Amur,2018,archive,NA,NA,NA
Amur,2018,company,NA,NA,NA
Amur,2018,education,190,482,4
Amur,2018,facility,99,456,4
Amur,2018,government,NA,NA,NA
Amur,2018,healthcare,50,23,1
Amur,2018,nonprofit,NA,NA,NA
Amur,2018,other,NA,NA,NA
Amur,2018,NA,NA,NA,NA
Amur,2019,archive,NA,NA,NA
Amur,2019,company,NA,NA,NA
Amur,2019,education,269,574,4
Amur,2019,facility,164,570,4
Amur,2019,government,NA,NA,NA
Amur,2019,healthcare,58,37,1
Amur,2019,nonprofit,NA,NA,NA
Amur,2019,other,NA,NA,NA
Amur,2019,NA,NA,NA,NA
Amur,2020,archive,NA,NA,NA
Amur,2020,company,NA,NA,NA
Amur,2020,education,316,767,4
Amur,2020,facility,148,742,4
Amur,2020,government,NA,NA,NA
Amur,2020,healthcare,55,62,1
Amur,2020,nonprofit,NA,NA,NA
Amur,2020,other,NA,NA,NA
Amur,2020,NA,NA,NA,NA
Amur,2021,archive,NA,NA,NA
Amur,2021,company,NA,NA,NA
Amur,2021,education,484,902,4
Amur,2021,facility,162,774,4
Amur,2021,government,NA,NA,NA
Amur,2021,healthcare,53,64,1
Amur,2021,nonprofit,NA,NA,NA
Amur,2021,other,NA,NA,NA
Amur,2021,NA,NA,NA,NA
Amur,2022,archive,NA,NA,NA
Amur,2022,company,NA,NA,NA
Amur,2022,education,876,839,4
Amur,2022,facility,149,867,4
Amur,2022,government,NA,NA,NA
Amur,2022,healthcare,111,124,1
Amur,2022,nonprofit,NA,NA,NA
Amur,2022,other,NA,NA,NA
Amur,2022,NA,NA,NA,NA
Amur,2023,archive,NA,NA,NA
Amur,2023,company,NA,NA,NA
Amur,2023,education,437,1010,4
Amur,2023,facility,103,797,4
Amur,2023,government,NA,NA,NA
Amur,2023,healthcare,60,209,1
Amur,2023,nonprofit,NA,NA,NA
Amur,2023,other,NA,NA,NA
Amur,2023,NA,NA,NA,NA
Amur,2024,archive,NA,NA,NA
Amur,2024,company,NA,NA,NA
Amur,2024,education,40,310,3
Amur,2024,facility,15,361,4
Amur,2024,government,NA,NA,NA
Amur,2024,healthcare,11,74,1
Amur,2024,nonprofit,NA,NA,NA
Amur,2024,other,NA,NA,NA
Amur,2024,NA,NA,NA,NA
Amur,NA,archive,NA,NA,NA
Amur,NA,company,NA,NA,NA
Amur,NA,education,NA,NA,NA
Amur,NA,facility,NA,NA,NA
Amur,NA,government,NA,NA,NA
Amur,NA,healthcare,NA,NA,NA
Amur,NA,nonprofit,NA,NA,NA
Amur,NA,other,NA,NA,NA
Amur,NA,NA,NA,NA,NA
Arkhangel'sk,2012,archive,2,22,1
Arkhangel'sk,2012,company,NA,NA,NA
Arkhangel'sk,2012,education,160,631,5
Arkhangel'sk,2012,facility,26,114,1
Arkhangel'sk,2012,government,NA,NA,NA
Arkhangel'sk,2012,healthcare,7,39,2
Arkhangel'sk,2012,nonprofit,NA,NA,NA
Arkhangel'sk,2012,other,NA,NA,NA
Arkhangel'sk,2012,NA,NA,NA,NA
Arkhangel'sk,2013,archive,1,27,2
Arkhangel'sk,2013,company,NA,NA,NA
Arkhangel'sk,2013,education,205,830,6
Arkhangel'sk,2013,facility,27,220,1
Arkhangel'sk,2013,government,NA,NA,NA
Arkhangel'sk,2013,healthcare,7,30,2
Arkhangel'sk,2013,nonprofit,NA,NA,NA
Arkhangel'sk,2013,other,NA,NA,NA
Arkhangel'sk,2013,NA,NA,NA,NA
Arkhangel'sk,2014,archive,0,37,2
Arkhangel'sk,2014,company,NA,NA,NA
Arkhangel'sk,2014,education,216,923,6
Arkhangel'sk,2014,facility,30,235,1
Arkhangel'sk,2014,government,NA,NA,NA
Arkhangel'sk,2014,healthcare,13,27,2
Arkhangel'sk,2014,nonprofit,NA,NA,NA
Arkhangel'sk,2014,other,NA,NA,NA
Arkhangel'sk,2014,NA,NA,NA,NA
Arkhangel'sk,2015,archive,0,28,2
Arkhangel'sk,2015,company,NA,NA,NA
Arkhangel'sk,2015,education,257,1096,5
Arkhangel'sk,2015,facility,35,363,1
Arkhangel'sk,2015,government,NA,NA,NA
Arkhangel'sk,2015,healthcare,8,45,2
Arkhangel'sk,2015,nonprofit,NA,NA,NA
Arkhangel'sk,2015,other,NA,NA,NA
Arkhangel'sk,2015,NA,NA,NA,NA
Arkhangel'sk,2016,archive,0,24,2
Arkhangel'sk,2016,company,NA,NA,NA
Arkhangel'sk,2016,education,269,1221,5
Arkhangel'sk,2016,facility,29,343,1
Arkhangel'sk,2016,government,NA,NA,NA
Arkhangel'sk,2016,healthcare,15,58,2
Arkhangel'sk,2016,nonprofit,NA,NA,NA
Arkhangel'sk,2016,other,NA,NA,NA
Arkhangel'sk,2016,NA,NA,NA,NA
Arkhangel'sk,2017,archive,2,24,2
Arkhangel'sk,2017,company,NA,NA,NA
Arkhangel'sk,2017,education,364,1542,6
Arkhangel'sk,2017,facility,13,481,1
Arkhangel'sk,2017,government,NA,NA,NA
Arkhangel'sk,2017,healthcare,8,225,2
Arkhangel'sk,2017,nonprofit,NA,NA,NA
Arkhangel'sk,2017,other,NA,NA,NA
Arkhangel'sk,2017,NA,NA,NA,NA
Arkhangel'sk,2018,archive,6,25,2
Arkhangel'sk,2018,company,NA,NA,NA
Arkhangel'sk,2018,education,497,2168,6
Arkhangel'sk,2018,facility,2,516,1
Arkhangel'sk,2018,government,NA,NA,NA
Arkhangel'sk,2018,healthcare,13,273,2
Arkhangel'sk,2018,nonprofit,NA,NA,NA
Arkhangel'sk,2018,other,NA,NA,NA
Arkhangel'sk,2018,NA,NA,NA,NA
Arkhangel'sk,2019,archive,20,43,2
Arkhangel'sk,2019,company,NA,NA,NA
Arkhangel'sk,2019,education,683,3097,6
Arkhangel'sk,2019,facility,6,520,1
Arkhangel'sk,2019,government,NA,NA,NA
Arkhangel'sk,2019,healthcare,20,273,2
Arkhangel'sk,2019,nonprofit,NA,NA,NA
Arkhangel'sk,2019,other,NA,NA,NA
Arkhangel'sk,2019,NA,NA,NA,NA
Arkhangel'sk,2020,archive,4,164,2
Arkhangel'sk,2020,company,NA,NA,NA
Arkhangel'sk,2020,education,717,4518,6
Arkhangel'sk,2020,facility,7,569,1
Arkhangel'sk,2020,government,NA,NA,NA
Arkhangel'sk,2020,healthcare,18,408,2
Arkhangel'sk,2020,nonprofit,NA,NA,NA
Arkhangel'sk,2020,other,NA,NA,NA
Arkhangel'sk,2020,NA,NA,NA,NA
Arkhangel'sk,2021,archive,2,48,2
Arkhangel'sk,2021,company,NA,NA,NA
Arkhangel'sk,2021,education,684,5253,7
Arkhangel'sk,2021,facility,8,613,1
Arkhangel'sk,2021,government,NA,NA,NA
Arkhangel'sk,2021,healthcare,19,602,2
Arkhangel'sk,2021,nonprofit,NA,NA,NA
Arkhangel'sk,2021,other,NA,NA,NA
Arkhangel'sk,2021,NA,NA,NA,NA
Arkhangel'sk,2022,archive,3,95,2
Arkhangel'sk,2022,company,NA,NA,NA
Arkhangel'sk,2022,education,707,6031,6
Arkhangel'sk,2022,facility,5,628,1
Arkhangel'sk,2022,government,NA,NA,NA
Arkhangel'sk,2022,healthcare,18,614,2
Arkhangel'sk,2022,nonprofit,NA,NA,NA
Arkhangel'sk,2022,other,NA,NA,NA
Arkhangel'sk,2022,NA,NA,NA,NA
Arkhangel'sk,2023,archive,5,120,2
Arkhangel'sk,2023,company,NA,NA,NA
Arkhangel'sk,2023,education,632,6418,6
Arkhangel'sk,2023,facility,6,590,1
Arkhangel'sk,2023,government,NA,NA,NA
Arkhangel'sk,2023,healthcare,11,637,2
Arkhangel'sk,2023,nonprofit,NA,NA,NA
Arkhangel'sk,2023,other,NA,NA,NA
Arkhangel'sk,2023,NA,NA,NA,NA
Arkhangel'sk,2024,archive,1,39,2
Arkhangel'sk,2024,company,NA,NA,NA
Arkhangel'sk,2024,education,188,2887,6
Arkhangel'sk,2024,facility,3,246,1
Arkhangel'sk,2024,government,NA,NA,NA
Arkhangel'sk,2024,healthcare,5,266,2
Arkhangel'sk,2024,nonprofit,NA,NA,NA
Arkhangel'sk,2024,other,NA,NA,NA
Arkhangel'sk,2024,NA,NA,NA,NA
Arkhangel'sk,NA,archive,NA,NA,NA
Arkhangel'sk,NA,company,NA,NA,NA
Arkhangel'sk,NA,education,NA,NA,NA
Arkhangel'sk,NA,facility,NA,NA,NA
Arkhangel'sk,NA,government,NA,NA,NA
Arkhangel'sk,NA,healthcare,NA,NA,NA
Arkhangel'sk,NA,nonprofit,NA,NA,NA
Arkhangel'sk,NA,other,NA,NA,NA
Arkhangel'sk,NA,NA,NA,NA,NA
Astrakhan',2012,archive,NA,NA,NA
Astrakhan',2012,company,NA,NA,NA
Astrakhan',2012,education,78,167,6
Astrakhan',2012,facility,1,7,1
Astrakhan',2012,government,NA,NA,NA
Astrakhan',2012,healthcare,NA,NA,NA
Astrakhan',2012,nonprofit,NA,NA,NA
Astrakhan',2012,other,0,13,1
Astrakhan',2012,NA,NA,NA,NA
Astrakhan',2013,archive,NA,NA,NA
Astrakhan',2013,company,NA,NA,NA
Astrakhan',2013,education,119,167,6
Astrakhan',2013,facility,2,4,1
Astrakhan',2013,government,NA,NA,NA
Astrakhan',2013,healthcare,NA,NA,NA
Astrakhan',2013,nonprofit,NA,NA,NA
Astrakhan',2013,other,1,15,1
Astrakhan',2013,NA,NA,NA,NA
Astrakhan',2014,archive,NA,NA,NA
Astrakhan',2014,company,NA,NA,NA
Astrakhan',2014,education,120,269,6
Astrakhan',2014,facility,1,5,1
Astrakhan',2014,government,NA,NA,NA
Astrakhan',2014,healthcare,NA,NA,NA
Astrakhan',2014,nonprofit,NA,NA,NA
Astrakhan',2014,other,1,18,1
Astrakhan',2014,NA,NA,NA,NA
Astrakhan',2015,archive,NA,NA,NA
Astrakhan',2015,company,NA,NA,NA
Astrakhan',2015,education,145,326,6
Astrakhan',2015,facility,0,3,1
Astrakhan',2015,government,NA,NA,NA
Astrakhan',2015,healthcare,NA,NA,NA
Astrakhan',2015,nonprofit,NA,NA,NA
Astrakhan',2015,other,2,9,1
Astrakhan',2015,NA,NA,NA,NA
Astrakhan',2016,archive,NA,NA,NA
Astrakhan',2016,company,NA,NA,NA
Astrakhan',2016,education,143,344,6
Astrakhan',2016,facility,4,1,2
Astrakhan',2016,government,NA,NA,NA
Astrakhan',2016,healthcare,NA,NA,NA
Astrakhan',2016,nonprofit,NA,NA,NA
Astrakhan',2016,other,2,7,1
Astrakhan',2016,NA,NA,NA,NA
Astrakhan',2017,archive,NA,NA,NA
Astrakhan',2017,company,NA,NA,NA
Astrakhan',2017,education,271,441,6
Astrakhan',2017,facility,4,6,1
Astrakhan',2017,government,NA,NA,NA
Astrakhan',2017,healthcare,NA,NA,NA
Astrakhan',2017,nonprofit,NA,NA,NA
Astrakhan',2017,other,2,7,1
Astrakhan',2017,NA,NA,NA,NA
Astrakhan',2018,archive,NA,NA,NA
Astrakhan',2018,company,NA,NA,NA
Astrakhan',2018,education,382,508,6
Astrakhan',2018,facility,8,10,2
Astrakhan',2018,government,NA,NA,NA
Astrakhan',2018,healthcare,NA,NA,NA
Astrakhan',2018,nonprofit,NA,NA,NA
Astrakhan',2018,other,6,13,1
Astrakhan',2018,NA,NA,NA,NA
Astrakhan',2019,archive,NA,NA,NA
Astrakhan',2019,company,NA,NA,NA
Astrakhan',2019,education,520,749,6
Astrakhan',2019,facility,2,18,1
Astrakhan',2019,government,NA,NA,NA
Astrakhan',2019,healthcare,NA,NA,NA
Astrakhan',2019,nonprofit,NA,NA,NA
Astrakhan',2019,other,7,19,1
Astrakhan',2019,NA,NA,NA,NA
Astrakhan',2020,archive,NA,NA,NA
Astrakhan',2020,company,NA,NA,NA
Astrakhan',2020,education,545,1126,6
Astrakhan',2020,facility,3,19,2
Astrakhan',2020,government,NA,NA,NA
Astrakhan',2020,healthcare,NA,NA,NA
Astrakhan',2020,nonprofit,NA,NA,NA
Astrakhan',2020,other,8,25,1
Astrakhan',2020,NA,NA,NA,NA
Astrakhan',2021,archive,NA,NA,NA
Astrakhan',2021,company,NA,NA,NA
Astrakhan',2021,education,703,1319,6
Astrakhan',2021,facility,1,34,2
Astrakhan',2021,government,NA,NA,NA
Astrakhan',2021,healthcare,NA,NA,NA
Astrakhan',2021,nonprofit,NA,NA,NA
Astrakhan',2021,other,4,44,1
Astrakhan',2021,NA,NA,NA,NA
Astrakhan',2022,archive,NA,NA,NA
Astrakhan',2022,company,NA,NA,NA
Astrakhan',2022,education,738,1631,6
Astrakhan',2022,facility,1,19,2
Astrakhan',2022,government,NA,NA,NA
Astrakhan',2022,healthcare,NA,NA,NA
Astrakhan',2022,nonprofit,NA,NA,NA
Astrakhan',2022,other,3,77,1
Astrakhan',2022,NA,NA,NA,NA
Astrakhan',2023,archive,NA,NA,NA
Astrakhan',2023,company,NA,NA,NA
Astrakhan',2023,education,628,1902,6
Astrakhan',2023,facility,0,32,1
Astrakhan',2023,government,NA,NA,NA
Astrakhan',2023,healthcare,NA,NA,NA
Astrakhan',2023,nonprofit,NA,NA,NA
Astrakhan',2023,other,4,49,1
Astrakhan',2023,NA,NA,NA,NA
Astrakhan',2024,archive,NA,NA,NA
Astrakhan',2024,company,NA,NA,NA
Astrakhan',2024,education,160,811,6
Astrakhan',2024,facility,0,7,1
Astrakhan',2024,government,NA,NA,NA
Astrakhan',2024,healthcare,NA,NA,NA
Astrakhan',2024,nonprofit,NA,NA,NA
Astrakhan',2024,other,2,30,1
Astrakhan',2024,NA,NA,NA,NA
Astrakhan',NA,archive,NA,NA,NA
Astrakhan',NA,company,NA,NA,NA
Astrakhan',NA,education,NA,NA,NA
Astrakhan',NA,facility,NA,NA,NA
Astrakhan',NA,government,NA,NA,NA
Astrakhan',NA,healthcare,NA,NA,NA
Astrakhan',NA,nonprofit,NA,NA,NA
Astrakhan',NA,other,NA,NA,NA
Astrakhan',NA,NA,NA,NA,NA
Bashkortostan,2012,archive,NA,NA,NA
Bashkortostan,2012,company,NA,NA,NA
Bashkortostan,2012,education,387,3095,9
Bashkortostan,2012,facility,399,3190,11
Bashkortostan,2012,government,NA,NA,NA
Bashkortostan,2012,healthcare,9,0,1
Bashkortostan,2012,nonprofit,35,186,1
Bashkortostan,2012,other,NA,NA,NA
Bashkortostan,2012,NA,NA,NA,NA
Bashkortostan,2013,archive,NA,NA,NA
Bashkortostan,2013,company,2,1,2
Bashkortostan,2013,education,447,3595,10
Bashkortostan,2013,facility,371,3766,10
Bashkortostan,2013,government,NA,NA,NA
Bashkortostan,2013,healthcare,4,1,1
Bashkortostan,2013,nonprofit,50,216,1
Bashkortostan,2013,other,NA,NA,NA
Bashkortostan,2013,NA,NA,NA,NA
Bashkortostan,2014,archive,NA,NA,NA
Bashkortostan,2014,company,1,0,1
Bashkortostan,2014,education,616,4088,11
Bashkortostan,2014,facility,525,4426,11
Bashkortostan,2014,government,NA,NA,NA
Bashkortostan,2014,healthcare,12,5,1
Bashkortostan,2014,nonprofit,36,255,1
Bashkortostan,2014,other,NA,NA,NA
Bashkortostan,2014,NA,NA,NA,NA
Bashkortostan,2015,archive,NA,NA,NA
Bashkortostan,2015,company,2,0,1
Bashkortostan,2015,education,902,4677,11
Bashkortostan,2015,facility,680,5497,11
Bashkortostan,2015,government,NA,NA,NA
Bashkortostan,2015,healthcare,11,15,1
Bashkortostan,2015,nonprofit,43,266,1
Bashkortostan,2015,other,NA,NA,NA
Bashkortostan,2015,NA,NA,NA,NA
Bashkortostan,2016,archive,NA,NA,NA
Bashkortostan,2016,company,3,2,2
Bashkortostan,2016,education,877,4645,11
Bashkortostan,2016,facility,696,6786,11
Bashkortostan,2016,government,NA,NA,NA
Bashkortostan,2016,healthcare,11,36,1
Bashkortostan,2016,nonprofit,47,288,1
Bashkortostan,2016,other,NA,NA,NA
Bashkortostan,2016,NA,NA,NA,NA
Bashkortostan,2017,archive,NA,NA,NA
Bashkortostan,2017,company,2,1,2
Bashkortostan,2017,education,1139,5908,10
Bashkortostan,2017,facility,665,8687,11
Bashkortostan,2017,government,NA,NA,NA
Bashkortostan,2017,healthcare,18,41,1
Bashkortostan,2017,nonprofit,55,270,1
Bashkortostan,2017,other,NA,NA,NA
Bashkortostan,2017,NA,NA,NA,NA
Bashkortostan,2018,archive,NA,NA,NA
Bashkortostan,2018,company,2,2,2
Bashkortostan,2018,education,1744,7046,11
